,AD_GRUPOECONOMICO,AD_CODUNNEG,DESCRICAO,SEGMENTO
7224,COOPERATIVA CENTRAL GAÚCHA LTDA,3.0,FOOD & NUTRITION,
7225,ANABOLIC FOOD REFEIÇÕES SAUDAVEIS,3.0,FOOD & NUTRITION,
7226,FAPERJ,2.0,LIFE & PERSONAL CARE,
7227,BERTOLINI IND QUIMICA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | MULTICATEGORIA - HOUSEHOLD
7228,ATONAL PRODUTOS CORANTES LTDA.,2.0,LIFE & PERSONAL CARE,
7229,GABRIELLEN INDUSTRIA E COMERCIO DE COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,
7230,D' APRILE SERVICOS E TREINAMENTOS LTDA,2.0,LIFE & PERSONAL CARE,
7231,NATURA INOVAÇÃO E TECNOLOGIA DE PRODUTOS LTDA,2.0,LIFE & PERSONAL CARE,
7232,GRUPO PAUMAR/WEG,1.0,INDUSTRIAL,
7233,MIXPAN INDUSTRIA E COMERCIO LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
7234,MASTER CLEAN,2.0,LIFE & PERSONAL CARE,
7235,GRUPO SENSELLES,2.0,LIFE & PERSONAL CARE,
7236,AGRISUPORTE INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,4.0,AGRO,AGRONEGÓCIO | Fertilizantes
7237,ELO SIMBIOTICA AGRO TECNOLOGIA LTDA,4.0,AGRO,
7238,INDUSTRIA ORIENTAL LTDA,2.0,LIFE & PERSONAL CARE,
7239,SELL INDUSTRIA E COMERCIO DE PRODUTOS AGRICOLAS LTDA,4.0,AGRO,
7240,SHARLENE ALVES BARROS,2.0,LIFE & PERSONAL CARE,
7241,Morgane P. Franzoni,2.0,LIFE & PERSONAL CARE,
7242,,2.0,LIFE & PERSONAL CARE,
7243,BASE ALIMENTOS BRASIL LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
7244,COSTA MARINE INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Carnes
7245,ORQUIDEA ALIMENTOS,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
7246,RICA NATA INDUSTRIA E COMERCIO LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
7247,PANCO,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
7248,EAE COSMETICOS DISTRIBUIDORA ATACADO E VAREJO LTDA,2.0,LIFE & PERSONAL CARE,
7249,RAJJA PRODUTOS DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,
7250,BYMEN - COMERCIO DE PRODUTOS MASCULINOS LTDA,2.0,LIFE & PERSONAL CARE,
7251,R C S TRANSPORTES E LOGISTICA LTDA,2.0,LIFE & PERSONAL CARE,
7252,SUMAYA R. SCALCO & CIA LTDA,2.0,LIFE & PERSONAL CARE,
7253,GARDO COSMETICOS,2.0,LIFE & PERSONAL CARE,
7254,LAPIENDRIUS INDUSTRIA E COMERCIO LTDA,3.0,FOOD & NUTRITION,
7255,greentech,2.0,LIFE & PERSONAL CARE,
7256,HAENSSGEN S/A IND E COM EM RECUP JUDICIAL,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Chocolates
7257,TRULLE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7258,"TUI ALIMENTOS INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO L",3.0,FOOD & NUTRITION,
7259,Vidara,3.0,FOOD & NUTRITION,
7260,PROJETOS UNIQCHEM,1.0,INDUSTRIAL,HOUSEHOLD | OUTROS - HOUSEHOLD
7261,ASTM TRANSPORTES E LOCACAO DE VEICULOS LTDA,2.0,LIFE & PERSONAL CARE,
7262,LEAO DE JUDA SP TRANSPORTES RODOVIARIOS LTDA,2.0,LIFE & PERSONAL CARE,
7263,REY QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,
7264,W & D COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
7265,RABBIT INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE PESSOAL LTDA,2.0,LIFE & PERSONAL CARE,
7266,Tania Bulhões Perfumes,2.0,LIFE & PERSONAL CARE,
7267,LIMA - PERGHER INDUSTRIA E COMERCIO S/A,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | OUTROS - HOUSEHOLD
7268,NINFA INDUSTRIA DE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,
7269,MISTURA FINA INDUSTRIA E COMERCIO DE PERFUMARIA LTDA,2.0,LIFE & PERSONAL CARE,
7270,CTED,1.0,INDUSTRIAL,
7271,LIMPLAST PRODUTOS DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,
7272,FENIX COSMETICOS,2.0,LIFE & PERSONAL CARE,
7273,ACAI VERAO COMERCIO E INDUSTRIA LTDA,3.0,FOOD & NUTRITION,
7274,PRODUTOS ALIMENTICIOS ZIVIANI LTDA,3.0,FOOD & NUTRITION,
7275,CAMPINENSE TRANSPORTE DE CARGAS E LOCACOES LTDA,1.0,INDUSTRIAL,
7276,DONNA ASTA SEM GLUTEN LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
7277,VIA AROMA IND DE AROMATIZADORES AMBIENTES LTDA,2.0,LIFE & PERSONAL CARE,
7278,TRANSPORTES TESBA LTDA,2.0,LIFE & PERSONAL CARE,
7279,KAORI INDUSTRIA DE COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,
7280,AROMA E AMOR ESSENCIA,2.0,LIFE & PERSONAL CARE,
7281,NEUTRAVITA COMERCIO DE NEUTRALIZADOR DE ODORES LTDA,2.0,LIFE & PERSONAL CARE,
7282,AQUILA TRANSPORTE DE CARGAS LTDA,,,
7283,FUZETTO IND E COM DE PASTA MECANICA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Autocare
7284,LUZA INDUSTRIA E COMERCIO DE ALIMENTOS S.A-EM RECUPERACAO JUDICIAL,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
7285,IMP BIOINSUMOS LTDA.,4.0,AGRO,AGRONEGÓCIO | Biológicos
7286,ADA TINA,2.0,LIFE & PERSONAL CARE,
7287,AMBIOS FERTILIZANTES LTDA,4.0,AGRO,AGRONEGÓCIO | Fertilizantes
7288,CANELLE HEALTHY & CO. LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
7289,Instituto Maestria Cosmética- Consultoria e Cursos,2.0,LIFE & PERSONAL CARE,
7290,COSMOÉTICA INDUSTRIA E COMÉRCIO DE COSMÉTICOS LTDA Matriz:,2.0,LIFE & PERSONAL CARE,
7291,A.J. COMERCIAL IMPORTACAO E EXPORTACAO LTDA,2.0,LIFE & PERSONAL CARE,
7292,AG UNHAS LTDA,2.0,LIFE & PERSONAL CARE,
7293,WL INDUSTRIA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7294,PRIME COMERCIO DE LUBRIFICANTES E INDUSTRIA QUIMICA LTDA,1.0,INDUSTRIAL,METALWORKING | Lubrificantes
7295,MERCADO123 COMERCIO DE ARTIGOS DOMESTICOS LTDA,2.0,LIFE & PERSONAL CARE,
7296,NINE PLUS INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7297,LUVIK DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,
7298,UIRTUS FABRICACAO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7299,ECCOS COSMETICOS ECOLOGICOS LTDA,2.0,LIFE & PERSONAL CARE,
7300,CONNECT BRAZIL COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7301,POLAND INDUSTRIAL E COML. LTDA,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Limpeza de Superfície
7302,LOPES ARAUJO & MOURA INDUSTRIA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
7303,FRUTTINI SUCOS DE FRUTAS LTDA,3.0,FOOD & NUTRITION,
7304,BRILHANT RESINAS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | OUTROS - PLÁSTICOS
7305,Beleza Wellness,2.0,LIFE & PERSONAL CARE,
7306,BEMNUTRIR INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS SEM GLUTEN LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
7307,SHINODA ALIMENTOS LTDA,3.0,FOOD & NUTRITION,
7308,SUPLAX INDÚSTRIA E COMÉRCIO S/A,3.0,FOOD & NUTRITION,
7309,"DINACO IMPORTACAO, COMERCIO LTDA.",,,
7310,,,,
7311,AMORIM PINTO - CIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7312,BORGLAS IND COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7313,ACME DO BRASIL POLIMEROS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7314,ALVAMINE QUIMICA COML. E INDL LTDA,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
7315,LUBRIZOL - INDUSTRIAL,,,METALWORKING | Adesivos para metal-borracha
7316,NOVARTIS BIOCIENCIAS S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7317,ASSESSA IND COM E EXPORTACAO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7318,B. HERZOG COMERCIO E INDUSTRIA S/A,4.0,AGRO,
7319,GRUPO ICLA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7320,CORREIAS UNIVERSAL LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7321,INAPEL EMBALAGENS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7322,CCD COSMÉTICA CIENTÍFICA DERMATOLOGICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7323,DIANA PRODUTOS TECNICOS DE BORRACHA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7324,IND E COM DE PLASTICOS VIEIRA LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7325,VETOQUINOL SAÚDE ANIMAL LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7326,FIMATEC COMERCIO E REPRESENTAÇÃO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7327,GRUPO HYPERMARCAS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7328,DROGADERMA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7329,ELETRAC INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7330,EVERST REFRIGERACAO IND COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7331,FABRICA DE ESCOVAS SUISSA S/A,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7332,FUCHS DO BRASIL,1.0,INDUSTRIAL,METALWORKING | Adesivos para metal-borracha
7333,INSTITUTO PASTEUR DE COSMIATRIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7334,INTER-UNIDAS INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7335,GRUPO J SHAYEB,1.0,INDUSTRIAL,HOUSEHOLD | OUTROS - HOUSEHOLD
7336,LAYFF KOSMETIC LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7337,LUCIFLEX INDUSTRIAL DE MANGUEIRAS LTDA,1.0,INDUSTRIAL,
7338,MASE PRODS QUIMICOS E FARMACEUTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7339,MAXDEL INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7340,NATURELLE IND COM DE PROD. NATURAIS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7341,KILLING S/A,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7342,JACUZZI DO BRASIL IND E COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7343,LAB. AVAMILLER DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
7344,M.A. PRENSADOR TECNICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7345,MAIZ ESSENCIAS IND COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7346,MANCHESTER QUIMICA DO BRASIL LTDA.,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7347,MANUF DE ARTIGOS DE BORRACHA NOGAM S/A,1.0,INDUSTRIAL,
7348,CBS S/A COMPANHIA BRASILEIRA DE SANDALIAS,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7349,CERGOQUIM COM. IMP. E EXP. LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7350,INDUSTRIA THURLERFLEX LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7351,RINEN INDUSTRIA COMERCIO DE PRODUTOS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7352,REHAU INDUSTRIA LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7353,RETENTORES VEDABRAS IND E COM LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7354,PELIKAN DO BRASIL S/A IND E COM,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7355,PRODUTOS FARMACEUTICOS MILLET ROUX LTDA,2.0,LIFE & PERSONAL CARE,
7356,RAG BORR.VEDACOES COM. E IND.LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7357,GRUPO NOKOPIEL/NOKO,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Emulsões
7358,PERFUMARIA MARCIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7359,PLASTIPRENE PLAST E ELAST IND LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7360,POLIBOR IND ELAST E USINAGEM PREC LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7361,POLIRUBBER IND E COM BORR LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7362,PROMAT INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7363,EDEN QUIMICA INDUSTRIAL LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7364,GRUPO TINTAS RENNER,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7365,VIBRASIL IND DE ARTEF DE BORRACHA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7366,ZEFIR IND E COM DE EQUIP MARITIMOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7367,ZEMA IND DE ARTEF TEC DE BORR POLIU LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7368,DPI-DISTR DE PLASTICOS INDUSTRIAIS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7369,MZ COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7370,ZILDA INDUSTRIA E COMÉRCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7371,RIFLON INDUSTRIA E COMERCIO DE PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7372,SOCIEDADE TEC DE ELASTOMEROS STELA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7373,VALMARI LAB DERMOCOSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7374,VIB TECH INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7375,TECNOPHARMA FARMÁCIA DE MANIPULAÇÃO LTDA,1.0,INDUSTRIAL,
7376,TROPICO EQUIP ELETR ILUM IND E COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7377,SCHERING DO BRASIL QUIM E FARMAC. LTDA,2.0,LIFE & PERSONAL CARE,
7378,GRUPO STAHL,2.0,LIFE & PERSONAL CARE,TINTAS & REVESTIMENTOS | Industrial
7379,SAMI COMERCIO DE TINTAS LTDA.,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7380,J.L WOELKE BAURU - ME,2.0,LIFE & PERSONAL CARE,
7381,GREENWOOD INDÚSTRIA E COMÉRCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7382,PIRAMIDE CONFECCAO DE ARTEF. DE BORR LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7383,FORMULA QUIMICA LTDA.,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
7384,GRUPO LACAN,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7385,IND. DE TINTAS E VERNIZES KING S PAINT LTDA.,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7386,SANTA MONICA PRODS. QUIM. CATANDUVA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7387,L. C. A. NATURALLE LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7388,IND.DE COSMETICOS EVIDENCY LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7389,"LUMOBRAS IMP., COM. E IND. LTDA",2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7390,GRUPO NASHA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7391,C E L INDUSTRIA DE PLASTICOS LTDA.,1.0,INDUSTRIAL,
7392,SILMAR QUIMICA IND. E COMERCIO LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
7393,PRINCIPAL QUIMICA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7394,KAORI INDUSTRIA DE COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7395,D L INDUSTRIA E COMERCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7396,KALYANDRA IND. COM. IMP. E EXPORTAÇÃO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7397,IND. DE BEBIDAS E CONDIMENTOS LORD LTDA.,3.0,FOOD & NUTRITION,
7398,GRUPO NESTLE,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Laticínios
7399,Y O D COMERCIO DE PRODUTOS NATURAIS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7400,GRUPO PROTELIN,1.0,INDUSTRIAL,
7401,PRODUTOS INDS. OXIDEX LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7402,VIP QUIMICA ESPECIALIZADA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7403,TECNOPERFIL PLASTICOS LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7404,AGHER IND. COM. COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7405,MULLPLAST IND. E COM. DE PLASTICOS LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7406,NATUREEN IND. E COM. DE COSM. LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7407,ERICO DO BRASIL COM. E IND. LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7408,GRUPO CIMED,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7409,NATU CHARM IND. E COM. DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7410,IMPOST BARR COM.IMP.E EXPORTACAO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7411,INDUSTRIAS REUNIDAS DONDENT LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7412,FISIO LINE COSMETICOS INDUSTRIA E COMERC,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7413,CROMEX S/A.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7414,GRUPO AMAZONAS,1.0,INDUSTRIAL,ADESIVOS | Hot Melt
7415,TYBOND IND. COM. PRODS. QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7416,QUIESPER COMERCIO E DISTRIBUICAO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7417,GRUPO MERCUR,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7418,ANABER COSMETICOS IND. E COM. LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7419,FIO BELO INDUSTRIAL E DISTRIBUIDORA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7420,RPP BRASIL LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7421,DOCE AROMA COMERCIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7422,EUROFARMA LABORATÓRIOS LTDA,2.0,LIFE & PERSONAL CARE,SUPLEMENTOS | Outros
7423,MEPIL - METALURGICA PIERINI LTDA.,1.0,INDUSTRIAL,
7424,FABRICA DE ARTEFATOS DE LATEX ESTRELA LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7425,GRUPO PREMIATA/ACTEGA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7426,GRUPO NORDEPLAST,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7427,GRUPO MAIRIBEL,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7428,GRUPO JOPESO/AUDAX,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7429,VIGODENT S/A - IND. E COMERCIO,1.0,INDUSTRIAL,DENTAL | Dentes Artificiais / Obturações
7430,GARCIA - LEAL LTDA. - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7431,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7432,BIOCOSMETICA PIERRE JOUAR LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7433,SCARLAT INDUSTRIAL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7434,LUCIANO APARECIDO NOTARIO DOS SANTOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7435,SQUARE COM. EXP. E IMP.DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7436,USINA ALTO ALEGRE S/A-ACUCAR E ALCOOL,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
7437,EVONIK DEGUSSA BRASIL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
7438,PROLLAC COR IND.E COMERCIO LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7439,MARVALE COMERCIO E INDUSTRIA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7440,PRINTCOR IND. E COM. DE TINTAS E VERNIZES LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
7441,LZ COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7442,VERDI COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7443,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA,1.0,INDUSTRIAL,TÊXTIL | Têxtil
7444,OBER S/A - INDUSTRIA E COMERCIO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7445,ETAB - EMPRESA TECNICA DE ARTEF.DE BORR LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7446,GRUPO ITW,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
7447,LASQUIMICA IND. E COM. DE PREPARADOS QUIMICOS LTDA.,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7448,BOTANIK KOSMETICS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7449,ORLANDO CIORCIA FILHO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7450,DIMPLE COM. DE PRODUTOS AUTOMOTIVOS LTDA,1.0,INDUSTRIAL,PERSONAL CARE | OUTROS - PERSONAL CARE
7451,CLEANER IND. QUIMICA LTDA.,2.0,LIFE & PERSONAL CARE,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
7452,MAMPOL QUIMICA LTDA.,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7453,MANTOVA IND. DE TUBOS PLASTICOS LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
7454,CHARM WAY IND.COM.DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7455,LABORATÓRIO GLOBO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7456,LUVIK DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
7457,INDIANA COM.E IND.DE PRODS.QUIMICOS LTDA.,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7458,GEQUIMICA S.A. INDUSTRIA E COMERCIO,4.0,AGRO,AGRONEGÓCIO | Biológicos
7459,CARIBE - FILHO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7460,J L BUENO IND. E COM. DE IMPERMEABILIZANTES LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
7461,JIMO QUIMICA INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
7462,INDÚSTRIA E COM. MATÉRIAS PRIMAS AJAJ LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
7463,ADHETECH QUIMICA IND. E COM. LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
